4 1 TRANS10165 tumblr_na0tm0ReHw1tj7hseo1_250 What does the woman do before talk ?lick lips	What does the woman do before talk ?wave	What does the woman do before talk ?sway on road	What does the woman do before talk ?sniff fire	What does the woman do before talk ?lean forward
1 3 TRANS7251 tumblr_n97zsdRSs81taoa7go1_250 What does the man do before fall down ?float	What does the man do before fall down ?skate up a wall	What does the man do before fall down ?cry	What does the man do before fall down ?approach to a man on right	What does the man do before fall down ?sway hair
2 4 TRANS32306 tumblr_ndfkplzWvY1r8ici8o1_250 What does the woman do after hit a zombie ?bite a cigarette	What does the woman do after hit a zombie ?smile	What does the woman do after hit a zombie ?hug pony	What does the woman do after hit a zombie ?kiss the air	What does the woman do after hit a zombie ?run away
4 3 TRANS36994 tumblr_nb8nl1PVQh1tom9vyo1_400 What does the woman do after look at camera ?spin	What does the woman do after look at camera ?lean into camera	What does the woman do after look at camera ?roll on side	What does the woman do after look at camera ?walk towards camera	What does the woman do after look at camera ?touch face
1 3 TRANS19878 tumblr_njvwny9VqM1unlvlpo1_400 What does the singer do after back to camera ?speak	What does the singer do after back to camera ?dip right hip	What does the singer do after back to camera ?rub face	What does the singer do after back to camera ?camera rotate around him	What does the singer do after back to camera ?cheer
0 1 TRANS37146 tumblr_nhub4qN8TV1r37y87o1_500 What does the man do after try to kiss a woman ?smile	What does the man do after try to kiss a woman ?fall down	What does the man do after try to kiss a woman ?lean side ways	What does the man do after try to kiss a woman ?touch mouth	What does the man do after try to kiss a woman ?spin
2 0 TRANS48000 tumblr_nq0mhrqyAf1u4fhlko1_250 What does the cat do after leap forward ?bar teeth	What does the cat do after leap forward ?lie in bed face up	What does the cat do after leap forward ?fall down	What does the cat do after leap forward ?worry	What does the cat do after leap forward ?lay a woman down
0 2 TRANS45515 tumblr_nc1y3bI5fF1trrm20o1_400 What does the woman do before rise up ?have hand close together	What does the woman do before rise up ?run up stairs	What does the woman do before rise up ?kiss	What does the woman do before rise up ?point up	What does the woman do before rise up ?raise eyebrows
1 3 TRANS30410 tumblr_nr77in6HRv1urraj4o1_500 What does the man do after shake head ?silly	What does the man do after shake head ?slap trashcan lids down	What does the man do after shake head ?shake body	What does the man do after shake head ?open mouth	What does the man do after shake head ?spin on pole
2 0 TRANS8793 tumblr_n9fojyUc6t1rruuyro1_500 What does the lady do before raise eyebrow ?shift in chair	What does the lady do before raise eyebrow ?rub arm	What does the lady do before raise eyebrow ?grin face	What does the lady do before raise eyebrow ?drink a soda	What does the lady do before raise eyebrow ?tumble in dirt
0 2 TRANS25474 tumblr_nhs167nwkW1tp29hho1_400 What does the woman in gray do after smile ?blink eye	What does the woman in gray do after smile ?lick an oyster	What does the woman in gray do after smile ?stand up	What does the woman in gray do after smile ?bang cymbals together	What does the woman in gray do after smile ?sleep in a bed
3 1 TRANS5561 tumblr_npi534NHLs1s33us3o1_250 What does the boy do before lift arm to face ?sip from cup	What does the boy do before lift arm to face ?arm down by lap	What does the boy do before lift arm to face ?tilt head	What does the boy do before lift arm to face ?talk	What does the boy do before lift arm to face ?skate down the ramp
3 1 TRANS8216 tumblr_neqn6tTQGZ1ra78amo1_100 What does the man do after look downward ?dark	What does the man do after look downward ?lift head	What does the man do after look downward ?blink	What does the man do after look downward ?talk	What does the man do after look downward ?resume control of a microphone
1 3 TRANS30524 tumblr_nh4kp4iSKN1rsfix9o1_500 What does the man do after blow cigarette smoke ?bend down	What does the man do after blow cigarette smoke ?drink from cup	What does the man do after blow cigarette smoke ?lift arm into air	What does the man do after blow cigarette smoke ?look up	What does the man do after blow cigarette smoke ?dance in a circle
0 4 TRANS29056 tumblr_nf6rcnDV9O1t1o9tno1_500 What does the man do after perform an action of martial arts ?dance	What does the man do after perform an action of martial arts ?drink from glass	What does the man do after perform an action of martial arts ?lift a woman	What does the man do after perform an action of martial arts ?bend forward	What does the man do after perform an action of martial arts ?look into hand
3 0 TRANS24383 tumblr_nha02uaxSw1rs2wbpo1_400 What does the woman do before bend knees ?bring both arm down	What does the woman do before bend knees ?stare a man	What does the woman do before bend knees ?blink eyes	What does the woman do before bend knees ?nod head	What does the woman do before bend knees ?arm wave
3 1 TRANS19044 tumblr_njy95umIRd1qddljdo1_400 What does the woman in dress do after pull out a lighter ?upside down	What does the woman in dress do after pull out a lighter ?smoke a cigarrette	What does the woman in dress do after pull out a lighter ?nod head	What does the woman in dress do after pull out a lighter ?follow man	What does the woman in dress do after pull out a lighter ?drive straight
0 2 TRANS55506 tumblr_n9uhj2zN6Q1qzj918o1_500 What does the man do after hold up microphone ?touch	What does the man do after hold up microphone ?walk up to boy	What does the man do after hold up microphone ?blow kiss	What does the man do after hold up microphone ?open eye	What does the man do after hold up microphone ?talk on phone
2 4 TRANS50503 tumblr_na83b5II9w1r8idi4o1_250 What does the girl do before put hand on hips ?say something	What does the girl do before put hand on hips ?close finger	What does the girl do before put hand on hips ?raise hand	What does the girl do before put hand on hips ?behind table	What does the girl do before put hand on hips ?flip hair
0 3 TRANS10424 tumblr_n9z4saXhhl1suovrfo1_250 What does the kid hanging on do after make frightening face ?lean to the left	What does the kid hanging on do after make frightening face ?nod head	What does the kid hanging on do after make frightening face ?spray paint the metal plate	What does the kid hanging on do after make frightening face ?trip walk	What does the kid hanging on do after make frightening face ?hips up
3 0 TRANS7746 tumblr_njvix3hzTK1u3wykjo1_250 What does the girl on right do after stare forward ?lift left hand	What does the girl on right do after stare forward ?skate	What does the girl on right do after stare forward ?pour wine	What does the girl on right do after stare forward ?cuddle kitten closer	What does the girl on right do after stare forward ?talk
3 0 TRANS25575 tumblr_no2uurCK7e1svtlk8o1_400 What does the teenager in white shirt do before look at the camera ?pray upwards	What does the teenager in white shirt do before look at the camera ?slide to a stop	What does the teenager in white shirt do before look at the camera ?spin around with a man on head	What does the teenager in white shirt do before look at the camera ?slightly smile	What does the teenager in white shirt do before look at the camera ?lower hand
2 3 TRANS43430 tumblr_ngualrRXyN1rbw48po1_500 What does the man with beard do after laugh ?point finger upward	What does the man with beard do after laugh ?run out of barn	What does the man with beard do after laugh ?have ice cube put into it	What does the man with beard do after laugh ?kiss a man on right	What does the man with beard do after laugh ?raise hand in air
1 2 TRANS51724 tumblr_nc9xh5NZ6d1stafvxo1_400 What does the woman with a controller do after smile ?run hand through hair	What does the woman with a controller do after smile ?stick out tongue	What does the woman with a controller do after smile ?surprise	What does the woman with a controller do after smile ?walk closer to picture	What does the woman with a controller do after smile ?raise arm together
4 0 TRANS35416 tumblr_ncs3d4Hye11tb92v8o1_400 What does the knee do after straight ?bend	What does the knee do after straight ?talk to camera	What does the knee do after straight ?play with it	What does the knee do after straight ?happy	What does the knee do after straight ?surprised
2 3 TRANS27738 tumblr_n94f8ilpLQ1t0knigo1_500 What does the man with guitar do after play music ?slip through door crack	What does the man with guitar do after play music ?slide down the ramp	What does the man with guitar do after play music ?punch hand	What does the man with guitar do after play music ?raise hand in the air	What does the man with guitar do after play music ?lick lips
3 2 TRANS6017 tumblr_ncap7ix7eJ1thbgs3o1_250 What does the panda do before fall off tree ?hug another man	What does the panda do before fall off tree ?wink	What does the panda do before fall off tree ?adjust butt	What does the panda do before fall off tree ?sling to ground	What does the panda do before fall off tree ?ram little boy twice
