0 1 TRANS24492 tumblr_nbjsyhLncl1tujnioo1_500 What does the man do after look serious ?step back	What does the man do after look serious ?drink from a glass	What does the man do after look serious ?wave hand around	What does the man do after look serious ?slide on two wheels	What does the man do after look serious ?cross road
3 2 TRANS31320 tumblr_nd7tdcsPmW1tnpvyyo1_400 What does the woman do after hide face ?shut the door	What does the woman do after hide face ?reach out arm	What does the woman do after hide face ?dance	What does the woman do after hide face ?steal paper	What does the woman do after hide face ?disappear under the water
3 1 TRANS34037 tumblr_ncahrts1au1s71nvbo1_400 What does the man do before put on shade ?hit lady	What does the man do before put on shade ?lie down	What does the man do before put on shade ?kick ladies	What does the man do before put on shade ?pick up bottle	What does the man do before put on shade ?swing in the hammock
1 0 TRANS52961 tumblr_ndlpxdOjzF1secmhko1_500 What does the old man do before close eye and shake head ?stand	What does the old man do before close eye and shake head ?smile	What does the old man do before close eye and shake head ?blow kiss towards camera	What does the old man do before close eye and shake head ?start talk	What does the old man do before close eye and shake head ?catch a fish
1 2 TRANS22869 tumblr_nk513jUJfq1rq31wzo1_400 What does the skateboarder do before on the road ?open arm	What does the skateboarder do before on the road ?beside the other car	What does the skateboarder do before on the road ?spin in the air	What does the skateboarder do before on the road ?sleep	What does the skateboarder do before on the road ?sign
1 0 TRANS9901 tumblr_npw90lh5iv1u3y1flo1_400 What does the guy do before talk ?thumb up	What does the guy do before talk ?talk to a woman	What does the guy do before talk ?wink	What does the guy do before talk ?drift into sleep	What does the guy do before talk ?run
1 2 TRANS12210 tumblr_nc0l2nbHVE1t3ghero1_250 What do the man with headphones do after sing ?pitch ball at pin	What do the man with headphones do after sing ?blink eyes	What do the man with headphones do after sing ?bear teeth	What do the man with headphones do after sing ?flip surfboard	What do the man with headphones do after sing ?score goal
4 3 TRANS35755 tumblr_ndd0liU8F51u0bmj8o1_250 What does the person on the right do before lower their arm ?raise head up	What does the person on the right do before lower their arm ?ride a skateboard in ground	What does the person on the right do before lower their arm ?eat cracker	What does the person on the right do before lower their arm ?touch their face	What does the person on the right do before lower their arm ?walk
3 0 TRANS34742 tumblr_nn0wlydgs81spn3uuo1_1280 What does the guy in jacket do after pose for picture ?laugh	What does the guy in jacket do after pose for picture ?reach out arm	What does the guy in jacket do after pose for picture ?slide off onto dirt	What does the guy in jacket do after pose for picture ?step back	What does the guy in jacket do after pose for picture ?open mouth
4 1 TRANS43819 tumblr_notp7hlcph1rrjua9o1_400 What does the person at home plate do before catch ball ?stop	What does the person at home plate do before catch ball ?lean forward	What does the person at home plate do before catch ball ?wait for friend	What does the person at home plate do before catch ball ?place a rise in mouth	What does the person at home plate do before catch ball ?catch a squid
0 4 TRANS38098 tumblr_nhk0bpnU3c1tjhld9o1_400 What does the woman do after throw ball ?walk	What does the woman do after throw ball ?ride off from a cat box	What does the woman do after throw ball ?eat it	What does the woman do after throw ball ?raise eyebrows	What does the woman do after throw ball ?touch mouth
3 2 TRANS7653 tumblr_n9umi6YLsx1sp3tvqo1_400 What does the girl do before take a drink ?cover face with hand	What does the girl do before take a drink ?skate over step	What does the girl do before take a drink ?bounce	What does the girl do before take a drink ?swivel drum stick in air	What does the girl do before take a drink ?shrug
2 3 TRANS46853 tumblr_nilz0gBZcA1sj2m5ko1_500 What does the man do before look forward ?flip over	What does the man do before look forward ?step forward	What does the man do before look forward ?move backward	What does the man do before look forward ?drink	What does the man do before look forward ?turning to side
3 1 TRANS17176 tumblr_njy6ugZvKl1rzkug6o2_400 What does the woman do after look at camera ?stare surprizingly	What does the woman do after look at camera ?raise left index finger	What does the woman do after look at camera ?punch guy	What does the woman do after look at camera ?smooth hair	What does the woman do after look at camera ?lick paw
4 1 TRANS10165 tumblr_na0tm0ReHw1tj7hseo1_250 What does the woman do before talk ?lick lips	What does the woman do before talk ?wave	What does the woman do before talk ?sway on road	What does the woman do before talk ?sniff fire	What does the woman do before talk ?lean forward
1 2 TRANS33389 tumblr_npse0rkOip1tq0lgpo1_500 What does the man do before sit upright ?scream	What does the man do before sit upright ?flip over	What does the man do before sit upright ?place block	What does the man do before sit upright ?lean back	What does the man do before sit upright ?slap man in white
0 3 TRANS45368 tumblr_njm9ophE741t7an45o1_500 What does the woman do after hang upside down ?point to left	What does the woman do after hang upside down ?run into rail	What does the woman do after hang upside down ?have lips part	What does the woman do after hang upside down ?kiss man	What does the woman do after hang upside down ?raise eyebrows
3 0 TRANS56015 tumblr_ni103vj3Vu1u86d86o1_500 What does the boy do before kiss girl ?eat ice cream	What does the boy do before kiss girl ?touch their face	What does the boy do before kiss girl ?point finger out	What does the boy do before kiss girl ?push man	What does the boy do before kiss girl ?hand a card to a guy
3 4 TRANS32081 tumblr_nb1gvnLVNH1rwomrpo1_250 What does the man do before fall down ?slide to a stop	What does the man do before fall down ?kiss a girl's lips	What does the man do before fall down ?slap hand	What does the man do before fall down ?hug another man	What does the man do before fall down ?find something
1 2 TRANS26541 tumblr_nf3l77geE51tckhoro1_250 What does the team do before hug and cry ?lower body back down	What does the team do before hug and cry ?run	What does the team do before hug and cry ?hug	What does the team do before hug and cry ?change to wave down hand	What does the team do before hug and cry ?on mother
3 4 TRANS42488 tumblr_na3n11MVjp1tjoenzo1_500 What does the man do after scratch ear ?lift hand up	What does the man do after scratch ear ?walk	What does the man do after scratch ear ?close	What does the man do after scratch ear ?lie down	What does the man do after scratch ear ?scratch neck
0 2 TRANS10169 tumblr_nr8fzalWNw1raxlgvo1_400 What does the man do before whip head to the side ?raise head	What does the man do before whip head to the side ?fondle hair	What does the man do before whip head to the side ?stare	What does the man do before whip head to the side ?fasten belt	What does the man do before whip head to the side ?in a tunnel
1 3 TRANS9548 tumblr_neyfonjRiM1rt9t46o1_250 What does the woman do after hit car with stick ?sway body	What does the woman do after hit car with stick ?approach to a soccer ball	What does the woman do after hit car with stick ?shrug shoulder	What does the woman do after hit car with stick ?yell	What does the woman do after hit car with stick ?type
3 2 TRANS14144 tumblr_n8xaa8ScfH1rhhof0o1_500 What does the lady do after lick spoon ?smash the phone	What does the lady do after lick spoon ?scare	What does the lady do after lick spoon ?lower spoon	What does the lady do after lick spoon ?spit out pacifier	What does the lady do after lick spoon ?dance
4 1 TRANS4691 tumblr_nbbvd1AjJ01tkopw0o1_250 What does the man do before smile ?perform backbend	What does the man do before smile ?plain	What does the man do before smile ?swipe hair	What does the man do before smile ?raise left hand	What does the man do before smile ?cock head
0 3 TRANS19714 tumblr_nqwmhysJ721ua5q7mo1_500 What does the man in hat do after lean on rail ?dance on counter	What does the man in hat do after lean on rail ?sing	What does the man in hat do after lean on rail ?lick lips	What does the man in hat do after lean on rail ?point	What does the man in hat do after lean on rail ?shake body
3 2 TRANS9083 tumblr_nkwt37F8kL1smtsipo1_400 What does the woman do before stick out tongue ?backflips	What does the woman do before stick out tongue ?wink	What does the woman do before stick out tongue ?stare	What does the woman do before stick out tongue ?raise shoulder	What does the woman do before stick out tongue ?crash on bench
2 3 TRANS36117 tumblr_nc8b7fU5a11s0svh1o1_500 What does the kitten do before get pushed over ?step into a room	What does the kitten do before get pushed over ?hit woman in the head	What does the kitten do before get pushed over ?reach for something	What does the kitten do before get pushed over ?wear a hat	What does the kitten do before get pushed over ?raise arms
1 3 TRANS37589 tumblr_n9rb0b8mi11qfrgvko1_r2_500 What does the man in red shirt do before show arm ?lean forward	What does the man in red shirt do before show arm ?point right	What does the man in red shirt do before show arm ?drop herself back down	What does the man in red shirt do before show arm ?sing	What does the man in red shirt do before show arm ?run
3 0 TRANS53794 tumblr_ncmxxsTCYl1t5lviko1_250 What does the man in beard do after turn slowly ?see reflection	What does the man in beard do after turn slowly ?shake	What does the man in beard do after turn slowly ?blow out smoke	What does the man in beard do after turn slowly ?knock head on a light fixture	What does the man in beard do after turn slowly ?touch hand
